Name,Link,Year,GRAPHICS PROCESSOR,CORES,TMUS,ROPS,MEMORY SIZE,MEMORY TYPE,BUS WIDTH,GPU Name,GPU Variant,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Production,Launch Price,GPU Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,Pixel Rate,Texture Rate,FP32 (float) performance,Length,Width,Height,Weight,TDP,Outputs,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,Bus Interface,Reviews,L1 Cache,L2 Cache,Slot Width,Suggested PSU,Power Connectors,Predecessor,Successor,FP64 (double) performance,Board Number,Base Clock,Boost Clock,PIXEL SHADERS,VERTEX SHADERS,Pixel Shaders,Vertex Shaders,Vertex Rate,Pixel Shader,Vertex Shader,Part Number
Mobility Radeon HD 545v,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-545v.c1728,2010,M92,80,8,4,512 MB,GDDR3,64 bit,M92,,TeraScale,TSMC,55 nm,242 million,73 mm²,"May 5th, 2010","M9x
(Mobility HD 500v)",End-of-life,,720 MHz,"800 MHz
1600 Mbps effective",512 MB,GDDR3,64 bit,12.80 GB/s,80,8,4,1,2.880 GPixel/s,5.760 GTexel/s,115.2 GFLOPS,,,,,15 W,No outputs,10.1 (10_1),3.3,1.1,N/A,4.1,MXM-A (3.0),2 in our database,16 KB (per CU),64 KB,MXM Module,,,M8x,Manhattan,,,,,,,,,,,,
Mobility Radeon HD 5470,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5470.c1646,2010,Park,80,8,4,512 MB,GDDR5,64 bit,Park,"Park XT
(216-0774009)",TeraScale 2,TSMC,40 nm,292 million,59 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5400)",End-of-life,,750 MHz,"800 MHz
3.2 Gbps effective",512 MB,GDDR5,64 bit,25.60 GB/s,80,8,4,1,3.000 GPixel/s,6.000 GTexel/s,120.0 GFLOPS,,,,,15 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),128 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 550v,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-550v.c1729,2010,M96,320,32,8,1024 MB,GDDR3,128 bit,M96,,TeraScale,TSMC,55 nm,514 million,146 mm²,"May 5th, 2010","M9x
(Mobility HD 500v)",End-of-life,,450 MHz,"600 MHz
1200 Mbps effective",1024 MB,GDDR3,128 bit,19.20 GB/s,320,32,8,4,3.600 GPixel/s,14.40 GTexel/s,288.0 GFLOPS,,,,,10 W,No outputs,10.1 (10_1),3.3,1.1,N/A,4.1,PCIe 2.0 x16,2 in our database,16 KB (per CU),128 KB,,,,M8x,Manhattan,,,,,,,,,,,,
Mobility Radeon HD 560v,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-560v.c1730,2010,M96,320,32,8,1024 MB,GDDR3,128 bit,M96,,TeraScale,TSMC,55 nm,514 million,146 mm²,"May 5th, 2010","M9x
(Mobility HD 500v)",End-of-life,,550 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,320,32,8,4,4.400 GPixel/s,17.60 GTexel/s,352.0 GFLOPS,,,,,15 W,No outputs,10.1 (10_1),3.3,1.1,N/A,4.1,PCIe 2.0 x16,2 in our database,16 KB (per CU),128 KB,,,,M8x,Manhattan,,,,,,,,,,,,
Mobility Radeon HD 5650,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5650.c1647,2010,Madison,400,20,8,1024 MB,GDDR3,128 bit,Madison,"Madison PRO
(216-0772000)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5600)",End-of-life,,450 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,400,20,8,5,3.600 GPixel/s,9.000 GTexel/s,360.0 GFLOPS,,,,,15 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 565v,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-565v.c1731,2010,M96,320,32,8,1024 MB,GDDR3,128 bit,M96,"M96 XT
(216-0729051)",TeraScale,TSMC,55 nm,514 million,146 mm²,"May 5th, 2010","M9x
(Mobility HD 500v)",End-of-life,,675 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,320,32,8,4,5.400 GPixel/s,21.60 GTexel/s,432.0 GFLOPS,,,,,20 W,No outputs,10.1 (10_1),3.3,1.1,N/A,4.1,PCIe 2.0 x16,2 in our database,16 KB (per CU),128 KB,,,,M8x,Manhattan,,,,,,,,,,,,
Mobility Radeon HD 5670 Mac Edition,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5670-mac-edition.c2247,2010,Madison,400,20,8,512 MB,GDDR3,128 bit,Madison,"Madison XT
(216-0772003)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Apr 22nd, 2010","Manhattan
(Mobility HD 5600)",End-of-life,,650 MHz,"795 MHz
1590 Mbps effective",512 MB,GDDR3,128 bit,25.44 GB/s,400,20,8,5,5.200 GPixel/s,13.00 GTexel/s,520.0 GFLOPS,,,,,15 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5730,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5730.c1649,2010,Madison,400,20,8,1024 MB,GDDR3,128 bit,Madison,"Madison XT
(216-0772003)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5700)",End-of-life,,650 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,400,20,8,5,5.200 GPixel/s,13.00 GTexel/s,520.0 GFLOPS,,,,,26 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5750,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5750.c1650,2010,Madison,400,20,8,1024 MB,GDDR5,128 bit,Madison,"Madison PRO
(216-0772000)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5700)",End-of-life,,550 MHz,"800 MHz
3.2 Gbps effective",1024 MB,GDDR5,128 bit,51.20 GB/s,400,20,8,5,4.400 GPixel/s,11.00 GTexel/s,440.0 GFLOPS,,,,,25 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5770,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5770.c1651,2010,Madison,400,20,8,1024 MB,GDDR5,128 bit,Madison,"Madison XT
(216-0772003)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5700)",End-of-life,,650 MHz,"800 MHz
3.2 Gbps effective",1024 MB,GDDR5,128 bit,51.20 GB/s,400,20,8,5,5.200 GPixel/s,13.00 GTexel/s,520.0 GFLOPS,,,,,30 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5830,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5830.c1652,2010,Broadway,800,40,16,1024 MB,GDDR3,128 bit,Broadway,Broadway LE,TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5800)",End-of-life,,500 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,800,40,16,10,8.000 GPixel/s,20.00 GTexel/s,800.0 GFLOPS,,,,,24 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5850,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5850.c1654,2010,Broadway,800,40,16,1024 MB,GDDR5,128 bit,Broadway,"Broadway PRO
(216-0769024)",TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5800)",End-of-life,,500 MHz,"1000 MHz
4 Gbps effective",1024 MB,GDDR5,128 bit,64.00 GB/s,800,40,16,10,8.000 GPixel/s,20.00 GTexel/s,800.0 GFLOPS,,,,,30 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,2 in our database,8 KB (per CU),256 KB,,,,M9x,Vancouver,,,,,,,,,,,,
Mobility Radeon HD 5850 Mac Edition,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5850-mac-edition.c2212,2010,Broadway,800,40,16,1024 MB,GDDR5,128 bit,Broadway,"Broadway PRO
(216-0769024)",TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5800)",End-of-life,,628 MHz,"1000 MHz
4 Gbps effective",1024 MB,GDDR5,128 bit,64.00 GB/s,800,40,16,10,10.05 GPixel/s,25.12 GTexel/s,"1,005 GFLOPS",,,,,30 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,MXM-B (3.0),2 in our database,8 KB (per CU),256 KB,MXM Module,,,M9x,Vancouver,,B971,,,,,,,,,,
Mobility Radeon HD 5870,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5870.c338,2010,Broadway,800,40,16,1024 MB,GDDR5,128 bit,Broadway,"Broadway XT
(216-0769008)",TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jan 7th, 2010","Manhattan
(Mobility HD 5800)",End-of-life,,700 MHz,"1000 MHz
4 Gbps effective",1024 MB,GDDR5,128 bit,64.00 GB/s,800,40,16,10,11.20 GPixel/s,28.00 GTexel/s,"1,120 GFLOPS",,,,,50 W,No outputs,11.2 (11_0),4.4,1.2,N/A,5.0,MXM-B (3.0),2 in our database,8 KB (per CU),256 KB,MXM Module,,,M9x,Vancouver,,,,,,,,,,,,
Radeon HD 3570,https://www.techpowerup.com/gpu-specs/radeon-hd-3570.c2077,2010,RV620,40,4,4,512 MB,DDR2,64 bit,RV620,"RV620 PRO
(215-0670006)",TeraScale,TSMC,55 nm,181 million,67 mm²,"Jul 5th, 2010","Radeon R600
(HD 3500)",End-of-life,,796 MHz,"495 MHz
990 Mbps effective",512 MB,DDR2,64 bit,7.920 GB/s,40,4,4,2,3.184 GPixel/s,3.184 GTexel/s,63.68 GFLOPS,,,,,30 W,2x DisplayPort,10.1 (10_1),3.3,N/A,N/A,4.1,PCIe 2.0 x16,,,64 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 4250 IGP,https://www.techpowerup.com/gpu-specs/radeon-hd-4250-igp.c484,2010,RS880,40,4,4,System Shared,System Shared,System Shared,RS880,,TeraScale,,55 nm,181 million,67 mm²,"Mar 1st, 2010","Radeon IGP
(HD 4000)",End-of-life,,560 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,40,4,4,2,2.240 GPixel/s,2.240 GTexel/s,44.80 GFLOPS,,,,,unknown,No outputs,10.1 (10_1),3.3,1.0,N/A,4.1,PCIe 1.0 x16,,,,IGP,,,,Sumo,,,,,,,,,,,,
Radeon HD 4290 IGP,https://www.techpowerup.com/gpu-specs/radeon-hd-4290-igp.c485,2010,RS880,40,4,4,System Shared,System Shared,System Shared,RS880,,TeraScale,,55 nm,181 million,67 mm²,"Mar 1st, 2010","Radeon IGP
(HD 4000)",End-of-life,,500 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,40,4,4,2,2.000 GPixel/s,2.000 GTexel/s,40.00 GFLOPS,,,,,unknown,No outputs,10.1 (10_1),3.3,1.0,N/A,4.1,PCIe 1.0 x16,,,,IGP,,,,Sumo,,,,,,,,,,,,
Radeon HD 4700,https://www.techpowerup.com/gpu-specs/radeon-hd-4700.c2081,2010,RV730,320,32,8,512 MB,DDR2,128 bit,RV730,RV730 CE,TeraScale,TSMC,55 nm,514 million,146 mm²,"Feb 11th, 2010","Radeon R700
(HD 4700)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",512 MB,DDR2,128 bit,12.80 GB/s,320,32,8,4,4.800 GPixel/s,19.20 GTexel/s,384.0 GFLOPS,"193 mm
7.6 inches",,,,50 W,"2x DVI
1x S-Video",10.1 (10_1),3.3,1.1,N/A,4.1,PCIe 2.0 x16,,16 KB (per CU),128 KB,Single-slot,250 W,,Radeon R600,Evergreen,,,,,,,,,,,,
Radeon HD 4855,https://www.techpowerup.com/gpu-specs/radeon-hd-4855.c2324,2010,RV770,640,32,16,512 MB,GDDR5,256 bit,RV770,"RV770 PRO
(215-0669065)",TeraScale,TSMC,55 nm,956 million,256 mm²,"Jan 3rd, 2010","Radeon R700
(HD 4800)",End-of-life,,575 MHz,"900 MHz
3.6 Gbps effective",512 MB,GDDR5,256 bit,115.2 GB/s,640,32,16,8,9.200 GPixel/s,18.40 GTexel/s,736.0 GFLOPS,"220 mm
8.7 inches",,,,110 W,"1x DVI
1x HDMI 1.3a
1x VGA",10.1 (10_1),3.3,1.1,N/A,4.1,PCIe 2.0 x16,,16 KB (per CU),256 KB,Dual-slot,300 W,1x 6-pin,Radeon R600,Evergreen,147.2 GFLOPS (1:5),,,,,,,,,,,
Radeon HD 5450,https://www.techpowerup.com/gpu-specs/radeon-hd-5450.c503,2010,Cedar,80,8,4,512 MB,DDR2,64 bit,Cedar,Cedar PRO,TeraScale 2,TSMC,40 nm,292 million,59 mm²,"Feb 4th, 2010","Evergreen
(HD 5400)",End-of-life,,650 MHz,"400 MHz
800 Mbps effective",512 MB,DDR2,64 bit,6.400 GB/s,80,8,4,2,2.600 GPixel/s,5.200 GTexel/s,104.0 GFLOPS,"170 mm
6.7 inches",,,,19 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,34 in our database,8 KB (per CU),128 KB,Single-slot,200 W,None,Radeon R700,Northern Islands,,"B750,
B982,
C026,
C027,
C028,
C070,
C093,
C096,
C267",,,,,,,,,,
Radeon HD 5450 PCI,https://www.techpowerup.com/gpu-specs/radeon-hd-5450-pci.c1937,2010,Cedar,80,8,4,512 MB,DDR2,64 bit,Cedar,Cedar PRO,TeraScale 2,TSMC,40 nm,292 million,59 mm²,"Feb 4th, 2010","Evergreen
(HD 5400)",End-of-life,,650 MHz,"333 MHz
666 Mbps effective",512 MB,DDR2,64 bit,5.328 GB/s,80,8,4,2,2.600 GPixel/s,5.200 GTexel/s,104.0 GFLOPS,"145 mm
5.7 inches",,,,19 W,"1x DVI
1x HDMI 1.3a",11.2 (11_0),4.4,1.2,N/A,5.0,PCI,34 in our database,8 KB (per CU),128 KB,Single-slot,200 W,None,Radeon R700,Northern Islands,,"C093,
C096",,,,,,,,,,
Radeon HD 5450 PCIe x1,https://www.techpowerup.com/gpu-specs/radeon-hd-5450-pcie-x1.c920,2010,Cedar,80,8,4,512 MB,DDR3,64 bit,Cedar,Cedar PRO,TeraScale 2,TSMC,40 nm,292 million,59 mm²,"Feb 4th, 2010","Evergreen
(HD 5400)",End-of-life,,650 MHz,"500 MHz
1000 Mbps effective",512 MB,DDR3,64 bit,8.000 GB/s,80,8,4,2,2.600 GPixel/s,5.200 GTexel/s,104.0 GFLOPS,"170 mm
6.7 inches",,,,19 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x1,34 in our database,8 KB (per CU),128 KB,Single-slot,200 W,,Radeon R700,Northern Islands,,,,,,,,,,,,
Radeon HD 5550,https://www.techpowerup.com/gpu-specs/radeon-hd-5550.c1034,2010,Redwood,320,16,8,512 MB,GDDR5,128 bit,Redwood,Redwood PRO2,TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Feb 9th, 2010","Evergreen
(HD 5500)",End-of-life,,550 MHz,"800 MHz
3.2 Gbps effective",512 MB,GDDR5,128 bit,51.20 GB/s,320,16,8,4,4.400 GPixel/s,8.800 GTexel/s,352.0 GFLOPS,"165 mm
6.5 inches",,,,39 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,29 in our database,8 KB (per CU),256 KB,Single-slot,200 W,None,Radeon R700,Northern Islands,,"C021,
C025,
C029",,,,,,,,,,
Radeon HD 5570,https://www.techpowerup.com/gpu-specs/radeon-hd-5570.c247,2010,Redwood,400,20,8,1024 MB,GDDR3,128 bit,Redwood,"Redwood PRO
(215-0757004)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Feb 9th, 2010","Evergreen
(HD 5500)",End-of-life,,650 MHz,"800 MHz
1600 Mbps effective",1024 MB,GDDR3,128 bit,25.60 GB/s,400,20,8,5,5.200 GPixel/s,13.00 GTexel/s,520.0 GFLOPS,"165 mm
6.5 inches",,,,39 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,42 in our database,8 KB (per CU),256 KB,Single-slot,200 W,None,Radeon R700,Northern Islands,,"C020,
C021,
C029,
C097",,,,,,,,,,
Radeon HD 5570,https://www.techpowerup.com/gpu-specs/radeon-hd-5570.c3265,2010,Pinewood,400,20,8,1024 MB,GDDR5,128 bit,Pinewood,Pinewood PRO,TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Feb 9th, 2010","Evergreen
(HD 5500)",End-of-life,,625 MHz,"800 MHz
3.2 Gbps effective",1024 MB,GDDR5,128 bit,51.20 GB/s,400,20,8,5,5.000 GPixel/s,12.50 GTexel/s,500.0 GFLOPS,"165 mm
6.5 inches",,,,39 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,42 in our database,8 KB (per CU),256 KB,Single-slot,200 W,None,Radeon R700,Northern Islands,,C076,,,,,,,,,,
Radeon HD 5570 OEM,https://www.techpowerup.com/gpu-specs/radeon-hd-5570-oem.c2450,2010,Redwood,320,16,8,1024 MB,GDDR3,128 bit,Redwood,Redwood LE,TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Feb 9th, 2010","Evergreen
(HD 5500)",End-of-life,,550 MHz,"667 MHz
1334 Mbps effective",1024 MB,GDDR3,128 bit,21.34 GB/s,320,16,8,4,4.400 GPixel/s,8.800 GTexel/s,352.0 GFLOPS,"165 mm
6.5 inches",,,,39 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,42 in our database,8 KB (per CU),256 KB,Single-slot,200 W,,Radeon R700,Northern Islands,,,,,,,,,,,,
Radeon HD 5670,https://www.techpowerup.com/gpu-specs/radeon-hd-5670.c248,2010,Redwood,400,20,8,1024 MB,GDDR5,128 bit,Redwood,"Redwood XT
(215-0757002)",TeraScale 2,TSMC,40 nm,627 million,104 mm²,"Jan 14th, 2010","Evergreen
(HD 5600)",End-of-life,119 USD,775 MHz,"1000 MHz
4 Gbps effective",1024 MB,GDDR5,128 bit,64.00 GB/s,400,20,8,5,6.200 GPixel/s,15.50 GTexel/s,620.0 GFLOPS,"168 mm
6.6 inches","111 mm
4.4 inches","20 mm
0.8 inches",,64 W,"1x DVI
1x HDMI 1.3a
1x VGA",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,83 in our database,8 KB (per CU),256 KB,Single-slot,250 W,None,Radeon R700,Northern Islands,,C020,,,,,,,,,,
Radeon HD 5670 640SP Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-5670-640sp-edition.c2215,2010,Juniper,640,32,8,512 MB,GDDR5,128 bit,Juniper,Juniper CE,TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jul 18th, 2010","Evergreen
(HD 5600)",End-of-life,119 USD,750 MHz,"1000 MHz
4 Gbps effective",512 MB,GDDR5,128 bit,64.00 GB/s,640,32,8,8,6.000 GPixel/s,24.00 GTexel/s,960.0 GFLOPS,"168 mm
6.6 inches",,,,64 W,"1x DVI
1x HDMI 1.3a
1x DisplayPort 1.1",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,83 in our database,8 KB (per CU),256 KB,Single-slot,250 W,None,Radeon R700,Northern Islands,,C099,,,,,,,,,,
Radeon HD 5770 Mac Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-5770-mac-edition.c2234,2010,Juniper,800,40,16,1024 MB,GDDR5,128 bit,Juniper,"Juniper XT
(215-0754013)",TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Jul 4th, 2010","Evergreen
(HD 5700)",End-of-life,,850 MHz,"1195 MHz
4.8 Gbps effective",1024 MB,GDDR5,128 bit,76.48 GB/s,800,40,16,10,13.60 GPixel/s,34.00 GTexel/s,"1,360 GFLOPS","208 mm
8.2 inches",,,,108 W,"1x DVI
1x DisplayPort 1.1",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,142 in our database,8 KB (per CU),256 KB,Dual-slot,300 W,1x 6-pin,Radeon R700,Northern Islands,,C016,,,,,,,,,,
Radeon HD 5770 X2,https://www.techpowerup.com/gpu-specs/radeon-hd-5770-x2.c1187,2010,Juniper x2,800 x2,40 x2,16 x2,1024 MB x2,GDDR5,128 bit x2,Juniper,"Juniper XT
(215-0754013)",TeraScale 2,TSMC,40 nm,"1,040 million",166 mm²,"Oct 13th, 2010","Evergreen
(HD 5700)",End-of-life,,850 MHz,"1200 MHz
4.8 Gbps effective",1024 MB,GDDR5,128 bit,76.80 GB/s,800,40,16,10,13.60 GPixel/s,34.00 GTexel/s,"1,360 GFLOPS",,,,,unknown,"2x DVI
1x HDMI 1.3a
1x DisplayPort 1.1",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,142 in our database,8 KB (per CU),256 KB,Dual-slot,200 W,,Radeon R700,Northern Islands,,,,,,,,,,,,
Radeon HD 5830,https://www.techpowerup.com/gpu-specs/radeon-hd-5830.c251,2010,Cypress,1120,56,16,1024 MB,GDDR5,256 bit,Cypress,"Cypress LE
(215-0735047)",TeraScale 2,TSMC,40 nm,"2,154 million",334 mm²,"Feb 25th, 2010","Evergreen
(HD 5800)",End-of-life,,800 MHz,"1000 MHz
4 Gbps effective",1024 MB,GDDR5,256 bit,128.0 GB/s,1120,56,16,14,12.80 GPixel/s,44.80 GTexel/s,1.792 TFLOPS,"282 mm
11.1 inches",,,,175 W,"2x DVI
1x HDMI 1.3a
1x DisplayPort 1.1",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,59 in our database,8 KB (per CU),512 KB,Dual-slot,450 W,2x 6-pin,Radeon R700,Northern Islands,358.4 GFLOPS (1:5),C008,,,,,,,,,,
Radeon HD 5870 Eyefinity 6,https://www.techpowerup.com/gpu-specs/radeon-hd-5870-eyefinity-6.c497,2010,Cypress,1600,80,32,2 GB,GDDR5,256 bit,Cypress,"Cypress XT
(215-0735033)",TeraScale 2,TSMC,40 nm,"2,154 million",334 mm²,"Mar 11th, 2010","Evergreen
(HD 5800)",End-of-life,479 USD,850 MHz,"1200 MHz
4.8 Gbps effective",2 GB,GDDR5,256 bit,153.6 GB/s,1600,80,32,20,27.20 GPixel/s,68.00 GTexel/s,2.720 TFLOPS,"280 mm
11 inches","111 mm
4.4 inches","37 mm
1.5 inches",,228 W,6x mini-DisplayPort 1.1,11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,12 in our database,8 KB (per CU),512 KB,Dual-slot,550 W,1x 6-pin + 1x 8-pin,Radeon R700,Northern Islands,544.0 GFLOPS (1:5),C004-37,,,,,,,,,,
Radeon HD 5870 Mac Edition,https://www.techpowerup.com/gpu-specs/radeon-hd-5870-mac-edition.c2189,2010,Cypress,1600,80,32,1024 MB,GDDR5,256 bit,Cypress,"Cypress XT
(215-0735033)",TeraScale 2,TSMC,40 nm,"2,154 million",334 mm²,"Jun 30th, 2010","Evergreen
(HD 5800)",End-of-life,479 USD,850 MHz,"1195 MHz
4.8 Gbps effective",1024 MB,GDDR5,256 bit,153.0 GB/s,1600,80,32,20,27.20 GPixel/s,68.00 GTexel/s,2.720 TFLOPS,"279 mm
11 inches",,,,228 W,"1x DVI
2x mini-DisplayPort 1.1",11.2 (11_0),4.4,1.2,N/A,5.0,PCIe 2.0 x16,171 in our database,8 KB (per CU),512 KB,Dual-slot,550 W,2x 6-pin,Radeon R700,Northern Islands,544.0 GFLOPS (1:5),C078,,,,,,,,,,
Xbox 360 S GPU,https://www.techpowerup.com/gpu-specs/xbox-360-s-gpu.c3509,2010,Xenos Vejle,240,16,8,512 MB,GDDR3,128 bit,Xenos Vejle,Crayola 6,TeraScale,TSMC,45 nm,372 million,168 mm²,"Jun 19th, 2010","Console GPU
(Microsoft)",End-of-life,299 USD,500 MHz,"700 MHz
1400 Mbps effective",512 MB,GDDR3,128 bit,22.40 GB/s,240,16,8,3,4.000 GPixel/s,8.000 GTexel/s,240.0 GFLOPS,"260 mm
10.2 inches","270 mm
10.6 inches","78 mm
3.1 inches",2.9 kg (6.4 lbs),133 W,No outputs,9.0c (9_3),N/A,N/A,N/A,3.0,,,,,,,,,,,,,,,,,,,,,
FirePro 2450 Multi-View,https://www.techpowerup.com/gpu-specs/firepro-2450-multi-view.c1384,2009,RV620 x2,40 x2,4 x2,4 x2,256 MB x2,DDR3,64 bit x2,RV620,"RV620 PRO
(215-0670006)",TeraScale,TSMC,55 nm,181 million,67 mm²,2009,"FirePro Multi-View
(2000)",End-of-life,,400 MHz,"400 MHz
800 Mbps effective",256 MB,DDR3,64 bit,6.400 GB/s,40,4,4,2,1.600 GPixel/s,1.600 GTexel/s,32.00 GFLOPS,"170 mm
6.7 inches","69 mm
2.7 inches",,,32 W,1x VHDCI,10.1 (10_1),3.3,N/A,N/A,4.1,PCIe 2.0 x16,10 in our database,,,Single-slot,200 W,None,,,,B436-31,,,,,,,,,,
FirePro 2450 Multi-View PCIe x1,https://www.techpowerup.com/gpu-specs/firepro-2450-multi-view-pcie-x1.c2012,2009,RV620,40,4,4,256 MB,DDR3,64 bit,RV620,RC620 PRO,TeraScale,TSMC,55 nm,181 million,67 mm²,2009,"FirePro Multi-View
(2000)",End-of-life,,400 MHz,"400 MHz
800 Mbps effective",256 MB,DDR3,64 bit,6.400 GB/s,40,4,4,2,1.600 GPixel/s,1.600 GTexel/s,32.00 GFLOPS,"170 mm
6.7 inches","69 mm
2.7 inches",,,32 W,1x VHDCI,10.1 (10_1),3.3,N/A,N/A,4.1,PCIe 2.0 x1,10 in our database,,,Single-slot,200 W,None,,,,"B532-31,
B611",,,,,,,,,,
